"","time_CFU_trans","time_CFU_recip","Even_trans","prop_trans","ratio_trans","Even_recip","prop_recip","ratio_recip","trans_pop_size","recip_pop_size"
"1",1.56383561630725,NA,0.116189924756437,0.5,4.7377321490152,0.824845347816231,1,1.13611745082204,993005698,2
"2",3.85129127702717,NA,0.122548445143065,0.5,4.44002550084083,0.213491532032255,0.666666666666667,3.68402653014321,993149508,4
"3",0.703051119161061,NA,0,0.25,NA,0,0.333333333333333,NA,992836522,4
"4",0.951888802138387,NA,0.105105518445581,0.5,5.34283219878543,0,0.333333333333333,NA,992376051,0
"5",0.59649182767377,NA,0.234817584308083,0.5,1.8390832340392,0,0.333333333333333,NA,992381942,0
"6",1.09169352407702,NA,0,0.25,NA,0,0.333333333333333,NA,992176842,0
"7",3.5175708444881,NA,0.362881543135431,1,1.63585646858182,0.157856324842864,0.666666666666667,5.3348744562211,991709025,0
"8",2.53486817846905,NA,0,0.25,NA,0,0.333333333333333,NA,992327190,1
"9",0.528816943972903,NA,0.42493779454657,0.75,1.02885777166385,0,0.333333333333333,NA,991671495,1
"10",0.969096308915367,NA,0.146513597897813,0.5,3.55020336837021,0.219770397632455,0.666666666666667,3.55020335210206,992992460,1
"11",1.03825082843653,NA,0.084159218837469,0.5,6.92149304467945,0,0.333333333333333,NA,992464065,0
"12",0.463791342848936,NA,0.291222737508257,0.75,1.31053848874908,0,0.333333333333333,NA,992400270,0
"13",1.16306959318826,NA,0,0.25,NA,0,0.333333333333333,NA,992428112,0
"14",1.08724705264223,NA,0.282235227723536,0.5,1.36209587316187,9.73365561554029e-05,0.666666666666667,10272.6324305858,992371251,0
"15",0.918767205714135,NA,0,0.25,NA,0.292353094160879,0.666666666666667,2.42052134891964,992215683,0
"16",0.893454305116693,NA,0,0.25,NA,0,0.333333333333333,NA,992368068,0
"17",0.622713160105386,NA,0,0.25,NA,0,0.333333333333333,NA,992676922,1
"18",1.2731572128857,NA,0.330134580295959,0.75,1.5914750440713,0.000185880716081499,0.666666666666667,5378.79420932514,992405258,0
"19",1.12908552834701,NA,0,0.25,NA,0,0.333333333333333,NA,992447675,0
"20",0.730338352761137,NA,0.291004032034353,0.5,1.29091900207062,0,0.333333333333333,NA,992080089,1
"21",0.640038259588323,NA,0.537686281686743,0.75,1.50473591518688,0.237476789093499,0.666666666666667,3.2109378513042,992077258,2
"22",0.880057054558611,NA,0.682216501191822,1,1.20388759390573,0.367888111975491,0.666666666666667,1.71821776091156,992381450,0
"23",0.54098107465397,NA,0,0.25,NA,0,0.333333333333333,NA,992093360,0
"24",0.999946594213073,NA,0,0.25,NA,0,0.333333333333333,NA,992458865,0
"25",0.612301510426103,NA,0,0.25,NA,0,0.333333333333333,NA,992100687,5
"26",0.8837566735962,NA,0,0.25,NA,0,0.333333333333333,NA,992437626,0
"27",1.25244724598374,NA,0.00106904250800695,0.5,622.61099925724,0.00160500371886241,0.666666666666667,622.051515861152,992390847,0
"28",1.08308570275214,NA,0,0.25,NA,0,0.333333333333333,NA,992409217,0
"29",1.60876115562574,NA,0.360876399164894,0.75,2.25490700330888,0,0.333333333333333,NA,992396701,0
"30",1.00581746401787,NA,0,0.25,NA,0,0.333333333333333,NA,992397824,0
"31",1.46471824188256,NA,0,0.25,NA,0,0.333333333333333,NA,992418452,0
"32",0.772057450584532,NA,0.344377624678617,1,1.24098622229175,0,0.333333333333333,NA,992214891,0
"33",0.680379043402655,NA,0,0.25,NA,0,0.333333333333333,NA,992117560,2
"34",0.718716609899131,NA,0,0.25,NA,0,0.333333333333333,NA,992024102,1
"35",1.5514376567696,NA,0.361822611181374,0.75,1.0193537811754,0.0491310845118405,0.666666666666667,19.3537131316327,992358534,1
"36",0.5369153649326,NA,0.0569080248351531,0.5,10.7148094420394,0,0.333333333333333,NA,992486622,0
"37",0.61893536478157,NA,0.0308500850508865,1,53.8276143010337,0.0302277134478439,0.666666666666667,32.0822244204955,992343369,0
"38",1.10112315687382,NA,0.0889159325201148,0.5,6.49771888762288,0.133373898511258,0.666666666666667,6.49771890274012,991942728,2
"39",0.532753530598709,NA,0.0268990082147285,0.75,29.0772972523134,0.000546789343272458,0.666666666666667,1827.85788156551,992422414,0
"40",0.845654897081205,NA,0.0287656430211645,0.5,22.1757957288201,0.0431484645317468,0.666666666666667,22.1757957288201,992771063,0
"41",0.872533299825849,NA,0,0.25,NA,0,0.333333333333333,NA,992925328,1
"42",1.91395882701349,NA,6.06956681741266e-05,0.5,10982.7602372836,9.104350226119e-05,0.666666666666667,10982.7602372836,992448640,0
"43",1.28252229401082,NA,0,0.25,NA,0,0.333333333333333,NA,992113063,0
"44",0.766015231928024,NA,0.0139741088891524,0.5,46.7072757880236,0.0209611895329307,0.666666666666667,46.7072161591292,992396637,0
"45",1.00739475142088,NA,0.032809928996827,0.5,19.3190524042627,0,0.333333333333333,NA,992785304,0
"46",0.462906020899836,NA,0.747859154631186,1,1.35760701749185,0,0.333333333333333,NA,992581769,0
"47",1.13609810577339,NA,0,0.25,NA,0,0.333333333333333,NA,992417356,0
"48",2.95005068323772,NA,0.0113686608246294,0.5,57.6407385135791,0.00897556666500599,0.666666666666667,110.413578364786,992438732,0
"49",1.11177343743798,NA,0.188081907016767,0.5,2.54455501457264,0,0.333333333333333,NA,992154395,0
"50",2.30722642998766,NA,0,0.25,NA,0,0.333333333333333,NA,992407172,1
"51",1.51446240042991,NA,0.000956991512962949,0.5,695.62756423261,0.24117045013592,1,3.24807581367556,992405404,0
"52",0.530868387511126,NA,0.573773616886534,1,1.34313240476277,0,0.333333333333333,NA,992422959,0
"53",2.47495120664239,NA,0.526775020250296,1,1.3625032323409,0.910187447206548,1,1.1967403903596,992463283,0
"54",1.48382211116152,NA,0,0.25,NA,0,0.333333333333333,NA,992417483,0
"55",1.35085109928213,NA,0,0.25,NA,0,0.333333333333333,NA,992814147,2
"56",0.551151801742355,NA,0,0.25,NA,0,0.333333333333333,NA,992409119,0
"57",4.24167418332168,NA,0.189349949738765,0.75,5.75625035119533,0.0164778457997408,0.666666666666667,59.6875444856831,992458371,1
"58",0.709233442553773,NA,0.00613118557460683,0.5,107.733728339225,0,0.333333333333333,NA,992040543,0
"59",1.51111597682757,NA,0,0.25,NA,0,0.333333333333333,NA,992413778,1
"60",1.06861033757679,NA,0,0.25,NA,0.229953308211787,0.666666666666667,3.3487089086755,992200593,1
"61",0.857210563444894,NA,0.0361129566095458,0.5,17.4605950123299,0,0.333333333333333,NA,992344079,0
"62",3.31324401717814,NA,0.00639033552746548,0.5,103.324203917205,0,0.333333333333333,NA,992388893,0
"63",0.850976094484576,NA,0,0.25,NA,0,0.333333333333333,NA,992454349,0
"64",0.538255327432298,NA,0.126843322848485,0.5,4.25582783307404,0,0.333333333333333,NA,991639569,2
"65",0.662992904130872,NA,0,0.25,NA,0,0.333333333333333,NA,992445443,0
"66",2.73561602421956,NA,0.281105373409444,0.5,1.37158990801515,0,0.333333333333333,NA,992867934,0
"67",0.759027546107751,NA,0,0.25,NA,0,0.333333333333333,NA,992422431,0
"68",1.1735495267175,NA,0,0.25,NA,0,0.333333333333333,NA,992425083,0
"69",0.804693572506669,NA,0.0159966127712451,0.5,40.67548944268,0.0239949191568676,0.666666666666667,40.67548944268,992337663,0
"70",1.42732262592277,NA,0.0105049557330332,0.75,63.3821346208347,0.0157574335836717,1,63.3821346857167,992408181,0
"71",1.97988354050146,NA,0,0.25,NA,0,0.333333333333333,NA,992406038,0
"72",0.502544523443914,NA,0.643797006882996,1,1.23225468095598,0,0.333333333333333,NA,992418582,0
"73",5.50340852839119,NA,0.262731283216561,0.75,2.1185326701191,0.0437275678466371,0.666666666666667,21.8688685249368,992394138,0
"74",1.67553184531242,NA,0,0.25,NA,0,0.333333333333333,NA,993079123,0
"75",2.20565978281531,NA,0.0810689888283416,0.5,7.22344864912885,0.121603483242512,0.666666666666667,7.22344864912885,992884988,1
"76",2.34734731422919,NA,0.322126396067561,0.5,1.06958099306722,0.0414092872181766,0.666666666666667,23.1491720137856,992396438,0
"77",0.570311695865842,NA,0.000613383540491489,0.5,1085.86755130807,0.000920075310737234,0.666666666666667,1085.86755130807,992378547,0
"78",1.04358470933682,NA,0,0.25,NA,0,0.333333333333333,NA,992431036,1
"79",2.54569210082916,NA,0.288127525194801,0.5,1.31379027816221,0.434028950959879,1,1.31347620902882,992421948,0
"80",0.612196201369519,NA,0.000106730840351954,0.5,6245.2420839968,0.000160101297775439,0.666666666666667,6245.04555924779,992446671,0
"81",1.57862728759719,NA,0,0.25,NA,0,0.333333333333333,NA,992688741,0
"82",2.72554705532365,NA,0,0.25,NA,0,0.333333333333333,NA,992381764,0
"83",0.545261012820843,NA,0.536219607492486,0.75,1.18794750889365,0.399142180921721,0.666666666666667,1.50537289166168,992393876,0
"84",0.748263120866086,NA,0.00142008115371602,0.5,468.456738385792,0,0.333333333333333,NA,992403847,0
"85",1.90880607322315,NA,0,0.25,NA,0,0.333333333333333,NA,992423513,0
"86",1.14602302664767,NA,0,0.25,NA,0,0.333333333333333,NA,993237191,0
"87",1.03162561497741,NA,0.0790734259802225,1,35.3650033323621,0.330759345831025,0.666666666666667,2.02334616573728,992447425,0
"88",1.38745672583778,NA,0.255780978734202,0.5,1.60639657399795,0,0.333333333333333,NA,992392280,0
"89",1.38285108496228,NA,0,0.25,NA,0,0.333333333333333,NA,992407961,0
"90",1.46763914547746,NA,0.299502086769011,0.5,1.22591659997624,0,0.333333333333333,NA,991782107,2
"91",0.796463789954169,NA,0.0305493669998733,0.5,20.8226016489779,0.04582405049981,0.666666666666667,20.8226016489779,992580370,0
"92",2.52306880024547,NA,0.0336011902048695,0.75,19.6060048381004,0.0484837485612777,0.666666666666667,19.6254679077901,992498712,0
"93",0.722677764572301,NA,0.161054658045558,0.75,4.38472896820905,0,0.333333333333333,NA,992610794,1
"94",0.929067561197495,NA,0,0.25,NA,0,0.333333333333333,NA,992480700,0
"95",0.851276449694163,NA,0,0.25,NA,0,0.333333333333333,NA,992456930,1
"96",2.21965839053689,NA,0.672735832751114,1,1.1382169094287,0,0.333333333333333,NA,992456171,0
"97",0.606967770444755,NA,0.387927710995793,1,1.06554992396073,0.00101795283811623,0.666666666666667,981.363782049696,992449711,0
"98",0.485011080156635,NA,0.80203658592215,1,1.09071460091698,0,0.333333333333333,NA,992642758,0
"99",0.732741869339515,NA,0.000735770884487804,0.5,905.079162307107,0.00110377623527036,0.666666666666667,904.980730555507,992423070,0
"100",0.679061970227222,NA,0,0.25,NA,0,0.333333333333333,NA,992400058,0
