"","time_CFU_trans","time_CFU_recip","Even_trans","prop_trans","ratio_trans","Even_recip","prop_recip","ratio_recip","trans_pop_size","recip_pop_size"
"1",NA,NA,NA,0,NA,0,0.333333333333333,NA,0,99467
"2",NA,NA,NA,0,NA,0.00558350100603611,0.666666666666667,178.099099099099,0,99400
"3",NA,NA,NA,0,NA,0,0.333333333333333,NA,0,99812
"4",NA,NA,NA,0,NA,0.125822756825741,0.666666666666667,6.94768788435428,0,99513
"5",NA,NA,NA,0,NA,0,0.333333333333333,NA,0,98958
"6",NA,NA,NA,0,NA,0.0838189197878154,0.666666666666667,10.9304806424548,0,99536
"7",NA,NA,NA,0,NA,0,0.333333333333333,NA,0,99930
"8",NA,NA,NA,0,NA,0,0.333333333333333,NA,0,98867
"9",NA,NA,NA,0,NA,0.00180791868383512,1,621.2,0,99562
"10",NA,NA,NA,0,NA,0,0.333333333333333,NA,0,99047
"11",NA,NA,NA,0,NA,0,0.333333333333333,NA,0,99039
"12",NA,NA,NA,0,NA,0.00184223242329073,0.666666666666667,541.819672131148,0,99336
"13",NA,NA,NA,0,NA,0,0.333333333333333,NA,0,99136
"14",NA,NA,NA,0,NA,0,0.333333333333333,NA,0,99989
"15",NA,NA,NA,0,NA,0,0.333333333333333,NA,0,98775
"16",NA,NA,NA,0,NA,0,0.333333333333333,NA,0,99755
"17",NA,NA,NA,0,NA,0,0.333333333333333,NA,0,99755
"18",NA,NA,NA,0,NA,0.0111468338355791,0.666666666666667,88.7115732368897,0,99221
"19",NA,NA,NA,0,NA,0,0.333333333333333,NA,0,98939
"20",NA,NA,NA,0,NA,0.000682916051540028,0.666666666666667,1463.30882352941,0,99573
"21",NA,NA,NA,0,NA,0,0.333333333333333,NA,0,98918
"22",NA,NA,NA,0,NA,0.00100217471914044,0.666666666666667,996.83,0,99783
"23",NA,NA,NA,0,NA,0,0.333333333333333,NA,0,99120
"24",NA,NA,NA,0,NA,0,0.333333333333333,NA,0,98931
"25",NA,NA,NA,0,NA,0,0.333333333333333,NA,0,99149
"26",NA,NA,NA,0,NA,0.0275565014695449,0.666666666666667,35.289076866495,0,98670
"27",NA,NA,NA,0,NA,0,0.333333333333333,NA,0,98672
"28",NA,NA,NA,0,NA,0,0.333333333333333,NA,0,99225
"29",NA,NA,NA,0,NA,0,0.333333333333333,NA,0,99131
"30",NA,NA,NA,0,NA,0,0.333333333333333,NA,0,98905
"31",NA,NA,NA,0,NA,0.00642895949453681,1,206.33611691023,0,99394
"32",NA,NA,NA,0,NA,0,0.333333333333333,NA,0,99542
"33",NA,NA,NA,0,NA,0,0.333333333333333,NA,0,99065
"34",NA,NA,NA,0,NA,0.000161773032435475,0.666666666666667,6180.5,0,98904
"35",NA,NA,NA,0,NA,0,0.333333333333333,NA,0,99054
