replicate,time_CFU_trans,time_CFU_recip,Even_trans,prop_trans,ratio_trans,Even_recip,prop_recip,ratio_recip,trans_pop_size,recip_pop_size,carrying_cap
67,0.659687252763825,0.435175047031017,0.991497210591584,1,1.01369434153698,0,0.333333333333333,NA,240045343,9684159024,10000000000
68,2.27414695245797,2.04616808810674,0.993734937572525,1,1.01266507993246,0.202078287234904,0.666666666666667,3.94857717611966,189111284,9735078719,10000000000
69,0.740185357943677,0.535492400099637,0.96324902312797,1,1.12836300223116,0,0.333333333333333,NA,247030395,9677287050,10000000000
70,0.830112719828196,0.600705960787023,0.994790858512431,1,1.0104203200585,0,0.333333333333333,NA,233801802,9690435729,10000000000
71,0.685035222519442,0.46079277745709,0.996090531898696,1,1.01042069903535,0,0.333333333333333,NA,240176236,9683971134,10000000000
72,1.50023488572123,1.2831740863343,0.986980359990831,1,1.00850194319004,0,0.333333333333333,NA,217167346,9707015167,10000000000
73,1.75595623932898,1.55025211504599,0.94923423393447,1,1.2068741091484,0.0826631890280953,0.666666666666667,11.0972831045766,214883510,9709248424,10000000000
74,1.68409790593959,1.45287777081555,0.99809339519006,1,1.00281524529229,0,0.333333333333333,NA,206839053,9717347430,10000000000
75,1.05950756910924,0.832591169061245,0.995636481700948,1,1.00451014024203,0,0.333333333333333,NA,227889652,9696605106,10000000000
76,1.27313122529578,1.04755701620757,0.991729572230198,1,1.02694717763302,0.00104310436359989,0.666666666666667,957.676844710712,221104847,9703107304,10000000000
77,1.8350889981155,1.60505252523561,0.995631817473054,1,1.0017902647359,5.13116119832402e-4,0.666666666666667,1947.87660190165,202475895,9721802067,10000000000
78,0.694319319564708,0.470181812856568,0.991325155017,1,1.02591657507811,0,0.333333333333333,NA,239592754,9684470434,10000000000
79,1.63082055977969,1.41538510918956,0.978727630126426,1,1.03574323672075,0,0.333333333333333,NA,213561239,9710727245,10000000000
80,1.4242805366871,1.19420297160317,0.995891406005984,1,1.00908808158294,0,0.333333333333333,NA,214982141,9709248351,10000000000
81,0.844579150663144,0.617741897934305,0.995544427334297,1,1.01062378169641,0,0.333333333333333,NA,233936558,9690479885,10000000000
82,2.35768491703465,2.12711660865499,0.99842077966573,1,1.00193326291716,0.00641533323511512,0.666666666666667,154.876548162203,186146286,9737935857,10000000000
83,0.760604001477095,0.5370370093465,0.989795511240263,1,1.02966245450248,0,0.333333333333333,NA,237786990,9686465098,10000000000
84,0.963974003647056,0.738496698378859,0.994883194054932,1,1.00964401697071,0,0.333333333333333,NA,231100680,9693249468,10000000000
85,2.12179251766366,1.90614533692874,0.979692072258447,1,1.05431579633534,0.0263941237888048,0.666666666666667,36.887220958786,198259175,9726251375,10000000000
86,0.856915991669726,0.657841932625111,0.941146377534361,1,1.16816034068017,0,0.333333333333333,NA,246903437,9677228118,10000000000
87,1.05692830224517,0.842551856595673,0.988857012426749,1,1.03588448989564,0,0.333333333333333,NA,232141334,9692054861,10000000000
88,0.827267493465872,0.609319778352957,0.983236107518461,1,1.06096771854245,0,0.333333333333333,NA,238005205,9686283965,10000000000
89,0.716794245354626,0.492806668330157,0.9889612019355,1,1.02884983551782,1.30134497107637e-4,0.666666666666667,7683.35750877291,238774033,9685448489,10000000000
90,1.04354300519897,0.824652062633129,0.976959038279039,1,1.06960374147998,0,0.333333333333333,NA,230762098,9693324205,10000000000
91,1.47543334359307,1.25254963620528,0.988509417364505,1,1.02991797242115,0,0.333333333333333,NA,215946404,9708374067,10000000000
92,1.49103746824246,1.26087887793697,0.996422629697707,1,1.00553520678101,0.468127309373871,0.666666666666667,1.13617103718541,213053799,9711107208,10000000000
93,1.38843072566075,1.18576948116915,0.938675693973442,1,1.23603650526406,0,0.333333333333333,NA,228288095,9695793188,10000000000
94,0.70137504729491,0.482675232833909,0.982068813939411,1,1.06852615901974,0,0.333333333333333,NA,241287218,9682884083,10000000000
95,1.17430316624081,0.951802126544246,0.990722407506571,1,1.0170297953715,0,0.333333333333333,NA,225427987,9698745099,10000000000
96,2.40250298042437,2.17406745006525,0.992676168092968,1,1.01272101709284,0,0.333333333333333,NA,184958687,9739329590,10000000000
97,2.50120846202541,2.28876572527921,0.973614699977694,1,1.07115063651082,0.366373980872786,0.666666666666667,1.72945146819043,188283678,9735944490,10000000000
98,0.73610092289528,0.566018452245919,0.825281390324302,1,1.82420177123879,0.0231280758581138,0.666666666666667,42.237492220918,284793641,9639534626,10000000000
99,0.718292868453436,0.499630729917757,0.987736411012262,1,1.03614064861694,0,0.333333333333333,NA,241162518,9682845406,10000000000
100,1.31336062681997,1.08375099652306,0.998057088476932,1,1.00330486021032,0.0608123322863978,0.666666666666667,15.4440330176857,218975317,9705338606,10000000000
1,1.46129277413073,1.21291080903559,0.990393568895073,1,1.0221132122568,0.00930215731549877,0.666666666666667,106.501944557941,68383148,5512346702,5623413251.903491
2,0.74706786232916,0.497908730480304,0.98866558034178,1,1.00729261827887,0,0.333333333333333,NA,75555052,5505333969,5623413251.903491
3,0.952923429801764,0.703641578765668,0.994430818422808,1,1.0002986458064,0,0.333333333333333,NA,73297664,5507399196,5623413251.903491
4,0.787098138764878,0.54599790928412,0.995357228313531,1,1.00213113538858,0,0.333333333333333,NA,75833724,5505044631,5623413251.903491
5,1.79472499465611,1.54710985019619,0.991965019322686,1,1.01602065828835,0,0.333333333333333,NA,65079891,5515701765,5623413251.903491
6,2.02190488828757,1.77248718799237,0.986463997842542,1,1.04938899394862,0.0444497184751562,0.666666666666667,21.4973303387494,62844331,5518043843,5623413251.903491
7,2.11935444900678,1.87012020607495,0.995673599813135,1,1.00201807596826,0,0.333333333333333,NA,62105520,5518772854,5623413251.903491
8,0.87452143016937,0.635918573443253,0.981547786165229,1,1.00163813364153,0,0.333333333333333,NA,75278465,5505586142,5623413251.903491
9,0.958165187584371,0.701851889216292,0.996404885713497,1,1.00115840030664,0,0.333333333333333,NA,72650078,5508246724,5623413251.903491
10,1.08770720277875,0.839349519200936,0.990720690539447,1,1.02216945558434,0,0.333333333333333,NA,72179473,5508575665,5623413251.903491
11,2.35926219204254,2.11500390988731,0.989795724306163,1,1.00239569127965,0.369972726444669,0.666666666666667,1.702901939853,59925697,5520889279,5623413251.903491
12,1.18693169060239,0.930741266667649,0.99322489579874,1,1.00740399178698,0.00385321853541742,0.666666666666667,258.523302612699,70072969,5510717428,5623413251.903491
13,0.8134530770657,0.56690952560297,0.985245156705008,1,1.0213045394773,0,0.333333333333333,NA,75074648,5505746931,5623413251.903491
14,0.748966599338981,0.496039294070703,0.994263962910817,1,1.00062049158411,0,0.333333333333333,NA,75205755,5505515016,5623413251.903491
15,1.60827710496078,1.3919235109574,0.920157101611571,1,1.27493682143401,0,0.333333333333333,NA,71917446,5508923908,5623413251.903491
16,1.60461252097874,1.38402178685515,0.942618532958256,1,1.2053629999373,0.352982710233924,0.666666666666667,1.83299994874336,71096759,5509659833,5623413251.903491
17,0.902667887420454,0.669805680480953,0.963703990004151,1,1.0944940254323,1.38364911937972e-4,0.666666666666667,7226.26582912881,75926454,5504852583,5623413251.903491
18,2.42985356227202,2.17462854578968,0.994211889512543,1,1.0156175537445,4.47463410924609e-4,0.666666666666667,2233.81959772674,58516736,5522292642,5623413251.903491
19,1.43783294032446,1.20942602429,0.97006432400585,1,1.05941604861462,0,0.333333333333333,NA,71216854,5509609851,5623413251.903491
20,0.890027258394467,0.64338518802772,0.985195719655453,1,1.05021097050996,0,0.333333333333333,NA,74392111,5506508115,5623413251.903491
21,1.66178251606548,1.42159103882032,0.984961590354274,1,1.03690633875145,3.5142988185255e-4,0.666666666666667,2844.51784477827,67107362,5513653129,5623413251.903491
22,2.10903323461898,1.86313034795417,0.988922176700311,1,1.0075678926605,0,0.333333333333333,NA,62397547,5518341766,5623413251.903491
23,1.8944945606839,1.64397121067908,0.991046646607854,1,1.01857496094515,0,0.333333333333333,NA,63910728,5516949996,5623413251.903491
24,0.74557600869711,0.526028574040135,0.942329001995324,1,1.22009259495949,0,0.333333333333333,NA,79962127,5500805895,5623413251.903491
25,0.897758547993215,0.645935455215693,0.992881918050601,1,1.01748810365856,0.3314824857858,1,5.52553364489166,73565136,5507276110,5623413251.903491
26,1.10784183364377,0.856345737903913,0.994105237859434,1,1.01358390405337,0,0.333333333333333,NA,71500086,5509370482,5623413251.903491
27,1.80653585191531,1.56697449740669,0.973772019374843,1,1.03018180306738,0.0142741692099464,0.666666666666667,69.0566166262897,65967056,5514860019,5623413251.903491
28,1.18941187202154,0.937396529359159,0.988696735584008,1,1.02628266119807,0,0.333333333333333,NA,71023730,5509672572,5623413251.903491
29,3.00735986361583,2.74961782461531,0.994050524010339,1,1.00156663527049,0,0.333333333333333,NA,52561940,5528228138,5623413251.903491
30,1.43909983609312,1.24864188279279,0.80846970398718,1,1.89289339542513,0,0.333333333333333,NA,83145149,5497667216,5623413251.903491
31,1.51440227083185,1.26389410337207,0.992752370642304,1,1.00627624325484,0,0.333333333333333,NA,67722926,5513022568,5623413251.903491
32,1.23196612485356,0.980668974555235,0.99339046469154,1,1.00210277019026,0.0306861547016044,0.666666666666667,31.5879866579605,70610259,5510120910,5623413251.903491
33,1.96110212052558,1.71720451057255,0.989936737305134,1,1.02768945437678,0.00238348098351659,0.666666666666667,418.554427711255,63779083,5517123006,5623413251.903491
34,0.96716475409609,0.710017690078487,0.996138840763535,1,1.00995576552471,0,0.333333333333333,NA,72510866,5508350356,5623413251.903491
35,2.54078861653968,2.35613036239817,0.765174469545191,1,2.12120530964053,0,0.333333333333333,NA,75526572,5505301177,5623413251.903491
36,0.695841995121558,0.460323042998088,0.96945439002035,1,1.09010930378216,0,0.333333333333333,NA,77490066,5503408218,5623413251.903491
37,0.757366495332945,0.520083887073129,0.976709306520794,1,1.04742897514839,0,0.333333333333333,NA,76447416,5504269553,5623413251.903491
38,0.806215884035471,0.562609701734147,0.990310151334798,1,1.00198357520276,0.00744874057155376,0.666666666666667,133.250883138409,75140286,5505697253,5623413251.903491
39,0.865737774225999,0.619425041768688,0.987897488932109,1,1.01054088330736,0,0.333333333333333,NA,74401254,5506402094,5623413251.903491
40,1.12105131972508,0.883467638204248,0.969360785642615,1,1.11856918456247,0.0258599574233709,0.666666666666667,37.6698239145689,73005103,5507848169,5623413251.903491
41,1.27294520503979,1.02666120119991,0.990104910015224,1,1.00780079736948,0,0.333333333333333,NA,70306856,5510531333,5623413251.903491
42,0.871115210586301,0.619622900585794,0.998743167809062,1,1.00237372446856,0,0.333333333333333,NA,74241680,5506557271,5623413251.903491
43,5.96448276474806,5.72363968822958,0.937871092113252,1,1.17834898409273,0,0.333333333333333,NA,24884208,5555988335,5623413251.903491
44,1.3154662352412,1.08615784196918,0.958098876203728,1,1.12712693202352,0,0.333333333333333,NA,72217538,5508547434,5623413251.903491
45,1.01867920604739,0.773303953640456,0.991212070525327,1,1.01950483706303,0.107024533604539,0.666666666666667,8.34365202370372,73134823,5507567058,5623413251.903491
46,0.720690407143027,0.489078171397905,0.98369507233156706,1,1.03685814013282,0.0058961133536195,0.666666666666667,168.603252180714,77826002,5503093839,5623413251.903491
47,2.82470504910388,2.57405613682291,0.988849311694148,1,1.03186557329188,0.377927463395038,0.666666666666667,1.64601040373381,54851173,5526148833,5623413251.903491
48,0.869587998138888,0.686527638962602,0.813647959982661,1,1.82978281879911,0,0.333333333333333,NA,93283431,5487448297,5623413251.903491
49,0.814568710887969,0.565574652170928,0.993114913426678,1,1.00190092888472,0,0.333333333333333,NA,74642586,5506121305,5623413251.903491
50,1.48477694165507,1.2358306420901,0.997060600206384,1,1.0010773989707,0,0.333333333333333,NA,68238761,5512434220,5623413251.903491
51,2.81347807935792,2.57882072621526,0.955360436083084,1,1.09854309781081,0.0285076069610117,0.666666666666667,34.0783565020958,56659417,5524120205,5623413251.903491
52,1.95798776614524,1.71478122711945,0.982809170648704,1,1.0080907905271,0.418929182543831,0.666666666666667,1.38703829112066,64076703,5516788332,5623413251.903491
53,0.738552999039107,0.493810958880368,0.988271433933938,1,1.04092126359339,1.50028444176664e-4,0.666666666666667,6664.4027207147,75920392,5504916563,5623413251.903491
54,1.85517739720479,1.61092974439817,0.985255932769671,1,1.01292700257919,0,0.333333333333333,NA,64947434,5515853350,5623413251.903491
55,0.961488625597424,0.717900078303169,0.992540614145134,1,1.02127726725879,0.0393659157037958,1,24.8785938135608,73958859,5506910532,5623413251.903491
56,0.83189352200095,0.582297811515499,0.987124035858802,1,1.04090145081435,0,0.333333333333333,NA,74544709,5506275570,5623413251.903491
57,1.06493353242032,0.851400987500061,0.933593314652227,1,1.0805184816978,0,0.333333333333333,NA,77957909,5502860729,5623413251.903491
58,0.960166543279183,0.702268403541005,0.995722250657917,1,1.0037399226454,0,0.333333333333333,NA,72448066,5508241894,5623413251.903491
59,3.91269100750329,3.66831177599174,0.978362770581477,1,1.03021230611806,0,0.333333333333333,NA,44569893,5536299644,5623413251.903491
60,1.94837319700822,1.69137902512958,0.995057798730128,1,1.01453600719654,0,0.333333333333333,NA,62889790,5517968128,5623413251.903491
61,2.94829915904059,2.69920179038503,0.987629596704786,1,1.02913532363363,0.241667406534522,0.666666666666667,3.13791836615398,53772297,5527010328,5623413251.903491
62,1.66259680594554,1.41035819044181,0.990650112634177,1,1.01288389512208,0,0.333333333333333,NA,66123506,5514720008,5623413251.903491
63,0.987893671722333,0.772120474744779,0.937497616263219,1,1.09164447169408,0,0.333333333333333,NA,78124887,5502831486,5623413251.903491
64,1.91963736729527,1.68878561572721,0.968462368740709,1,1.07398306965441,0.0976502960883159,1,23.2070038602442,66080338,5514793718,5623413251.903491
65,1.60295861909476,1.34997050402004,0.993104459343892,1,1.02722111848154,0,0.333333333333333,NA,66705381,5514268165,5623413251.903491
66,1.45062184369008,1.2148469829276,0.967957328641422,1,1.11153286392036,0.442565994709076,0.666666666666667,1.25955001503755,70221278,5510672443,5623413251.903491
67,0.766673295323617,0.510281237181904,0.998817791402319,1,1.00274412836805,7.59068219087222e-4,0.666666666666667,1316.40464803362,74545220,5506244350,5623413251.903491
68,1.64030273792094,1.38861082329712,0.992233756719004,1,1.00153469097501,0,0.333333333333333,NA,66224726,5514492802,5623413251.903491
69,0.689526524313733,0.454467191366482,0.969386340170399,1,1.10032789843825,0,0.333333333333333,NA,77530728,5503207372,5623413251.903491
70,1.5936486686409,1.35129010288275,0.982847252143712,1,1.06279738877825,0.00127349502238938,0.666666666666667,784.240603550819,67865103,5513001626,5623413251.903491
71,1.79223784565874,1.53432836886629,0.995959982864355,1,1.0047901072634,0.29218341618747,1,2.58275038984838,64380420,5516311983,5623413251.903491
72,1.56213638021544,1.30581548611917,0.995721541855584,1,1.00909641928223,0.262192263065786,0.666666666666667,2.81399507486265,66888037,5513883546,5623413251.903491
73,0.812197863866566,0.573804729903048,0.970478236651548,1,1.1034604066253,0,0.333333333333333,NA,75980082,5504873075,5623413251.903491
74,1.93152541039003,1.68514369606202,0.989692577564645,1,1.02575546601559,0,0.333333333333333,NA,63898969,5516868975,5623413251.903491
75,1.28834330054159,1.0730578815507,0.915241808048786,1,1.3160116736039,0.0529479848190242,0.666666666666667,17.8864600497638,75379935,5505434766,5623413251.903491
76,1.22243439899124,0.988474977027157,0.973369263465855,1,1.02728425689672,0,0.333333333333333,NA,72481410,5508370124,5623413251.903491
77,0.855727664557,0.624533563683277,0.974686450289449,1,1.01499274666979,0,0.333333333333333,NA,76881908,5503943935,5623413251.903491
78,0.847913757353945,0.604069454977804,0.984674213294151,1,1.00084608382493,0.045688780549725,0.666666666666667,20.88721143283,75073623,5505727964,5623413251.903491
79,1.65630806197825,1.4078262369725,0.989211746939703,1,1.00705791400848,0,0.333333333333333,NA,66373304,5514424492,5623413251.903491
80,0.735224559858552,0.482642412009519,0.992603757986419,1,1.00681552762055,0,0.333333333333333,NA,75330643,5505488406,5623413251.903491
81,2.59061273208177,2.3363415081435,0.993594748619895,1,1.00080797296831,0,0.333333333333333,NA,56801830,5524046908,5623413251.903491
82,1.80252883464999,1.56566902229845,0.95823043938588,1,1.15356050004135,0,0.333333333333333,NA,66145776,5514763646,5623413251.903491
83,0.77826470357163,0.53034303882183,0.989605172616997,1,1.00833417708536,0,0.333333333333333,NA,75126949,5505732707,5623413251.903491
84,3.02847633758668,2.76937450132093,0.99422095326005,1,1.00821556125487,0.368300784556568,0.666666666666667,1.71517206026046,52088060,5528719210,5623413251.903491
85,0.87373317069852,0.681134601552392,0.828371908574208,1,1.76833138059368,0,0.333333333333333,NA,87300427,5493527660,5623413251.903491
86,0.71531757655183,0.462655482260613,0.996870397099682,1,1.00408850852146,0,0.333333333333333,NA,75364620,5505413802,5623413251.903491
87,1.69053998302496,1.43421479077427,0.995190391829318,1,1.00191751189931,0.152252381797833,0.666666666666667,5.56804174878422,65594394,5515327638,5623413251.903491
88,1.4229898527486,1.17800985523441,0.991962217657051,1,1.00850914809262,0,0.333333333333333,NA,69024553,5511777708,5623413251.903491
89,1.64823912961331,1.40519561407285,0.990156456013671,1,1.02239995147875,0,0.333333333333333,NA,67376445,5513468820,5623413251.903491
90,1.82279121881915,1.56546790323629,0.997205787719772,1,1.00244129608956,0.237217795391984,0.666666666666667,3.21553534104631,64226330,5516686172,5623413251.903491
91,1.62640553688486,1.38105871012204,0.978650630555686,1,1.06775541995998,0,0.333333333333333,NA,66977669,5513782552,5623413251.903491
92,2.10743608113947,1.85798566047359,0.997902431524411,1,1.00196258246411,0,0.333333333333333,NA,62029441,5518849676,5623413251.903491
93,1.17903474157635,0.924873194263877,0.992536147947469,1,1.00175115821269,0.159112725425147,0.666666666666667,5.28485243608273,70681376,5510201634,5623413251.903491
94,1.82912573132463,1.58059308479542,0.992399843772923,1,1.0012904959768,0.306420395865975,0.666666666666667,2.26349033383989,64681916,5516029437,5623413251.903491
95,0.736700190543625,0.486252818330333,0.991204757455415,1,1.03054147908072,0.489831112193489,0.666666666666667,1.04151997516439,75372225,5505440800,5623413251.903491
96,2.13896795446559,1.89304546364302,0.987545354799588,1,1.04258756233154,0,0.333333333333333,NA,61957151,5518751947,5623413251.903491
97,1.24299060085665,1.03547628603146,0.891044190844625,1,1.47458822827864,0.207808758506697,1,7.34082326456376,78132285,5502703409,5623413251.903491
98,0.797559982543135,0.542697542093152,0.997177775759045,1,1.00064732723219,0,0.333333333333333,NA,74414120,5506434495,5623413251.903491
99,1.32602963744928,1.09206818660519,0.974364191483436,1,1.07076734810632,0,0.333333333333333,NA,71569045,5509237374,5623413251.903491
100,1.44420011593405,1.20426420676923,0.98911919757337,1,1.00219843631851,0,0.333333333333333,NA,69548639,5511221937,5623413251.903491
