carrying_cap,replicate,recip_pop_size,trans_pop_size
1778279410.0389228,81,1022856219,741981109
1778279410.0389228,82,1019396195,745427435
1778279410.0389228,83,1042240567,722586682
1778279410.0389228,84,1050506673,714275511
1778279410.0389228,85,1082770948,682093762
1778279410.0389228,86,1048996422,715774950
1778279410.0389228,87,1060480224,704230674
1778279410.0389228,88,1050256521,714608113
1778279410.0389228,89,1066718877,697967316
1778279410.0389228,90,1062205286,702579135
1778279410.0389228,91,1041389086,723469804
1778279410.0389228,92,1347838815,416943613
1778279410.0389228,93,1056234384,708537158
1778279410.0389228,94,1070911234,693875016
1778279410.0389228,95,1080740081,684128525
1778279410.0389228,96,1093437014,671372635
1778279410.0389228,97,1168185761,596633781
1778279410.0389228,98,1074667921,690132108
1778279410.0389228,99,1046506265,718407031
1778279410.0389228,100,1055334140,709518953
1000000000,1,784147839,208299125
1000000000,2,832240149,160180318
1000000000,3,782803928,209688490
1000000000,4,765197871,227204275
1000000000,5,762620063,229815691
1000000000,6,797492308,194962575
1000000000,7,827306631,165075092
1000000000,8,798562555,193847069
1000000000,9,775254519,217194110
1000000000,10,770648261,221721344
1000000000,11,760508340,231920685
1000000000,12,765760115,226687773
1000000000,13,771008270,221377479
1000000000,14,788607185,203836852
1000000000,15,770599277,221816097
1000000000,16,800351960,192077917
1000000000,17,760419180,232040764
1000000000,18,785632493,206809652
1000000000,19,805150792,187290807
1000000000,20,761955001,230434477
1000000000,21,770397328,222027114
1000000000,22,708392082,284031326
1000000000,23,766864733,225555197
1000000000,24,761143197,231301450
1000000000,25,791399664,201040026
1000000000,26,759912672,232510277
1000000000,27,762472409,229966511
1000000000,28,769522120,222860072
1000000000,29,757519686,234904059
1000000000,30,811024611,181400123
1000000000,31,755254001,237155904
1000000000,32,803950375,188509720
1000000000,33,758115170,234344414
1000000000,34,771967828,220386461
1000000000,35,772544919,219828076
1000000000,36,776286171,216135582
1000000000,37,762519523,229997477
1000000000,38,766077158,226329689
1000000000,39,769482854,222902692
1000000000,40,797411106,195016861
1000000000,41,638782377,353656373
1000000000,42,763166663,229324108
1000000000,43,869994714,122448150
1000000000,44,766984164,225462128
1000000000,45,748252024,244152432
1000000000,46,752083053,240310261
1000000000,47,743121598,249359318
1000000000,48,789059933,203292378
1000000000,49,753522188,238896405
1000000000,50,758101450,234327537
1000000000,51,774585681,217824579
1000000000,52,758061832,234392546
1000000000,53,765328771,227092287
1000000000,54,749619526,242804942
1000000000,55,756768445,235681950
1000000000,56,757872812,234589255
1000000000,57,754319500,238128767
1000000000,58,756995942,235443321
1000000000,59,789101576,203263216
1000000000,60,760746595,231675480
1000000000,61,760960573,231477172
1000000000,62,795080082,197358115
1000000000,63,783413860,209029557
1000000000,64,762874159,229526908
1000000000,65,830395814,161994505
1000000000,66,816099169,176301787
1000000000,67,727975192,264447751
1000000000,68,837612860,154828724
1000000000,69,774065672,218336648
1000000000,70,777868270,214511340
1000000000,71,759487902,232912981
1000000000,72,750795798,241602458
1000000000,73,770147937,222292753
1000000000,74,793299137,199137502
1000000000,75,804057431,188354126
1000000000,76,753666422,238759121
1000000000,77,817628659,174764456
1000000000,78,788829328,203608522
1000000000,79,753025506,239415531
1000000000,80,785104491,207358533
1000000000,81,758686997,233751359
1000000000,82,757160723,235201217
1000000000,83,753540687,238889109
1000000000,84,761999095,230441307
1000000000,85,784602913,207807715
1000000000,86,780989494,211453420
1000000000,87,738061315,254350572
1000000000,88,871753516,120676220
1000000000,89,751763385,240644385
1000000000,90,768437988,224002705
1000000000,91,763061522,229370464
1000000000,92,805488931,186945362
