replicate,time_CFU_trans,time_CFU_recip,Even_trans,prop_trans,ratio_trans,Even_recip,prop_recip,ratio_recip,trans_pop_size,recip_pop_size,carrying_cap
37,0.564454860713658,0.516961427603148,0.840152861324558,1,1.48869445826097,0,0.333333333333333,NA,9795505508,128715193,10000000000
38,0.806010277700107,0.735814493558573,0.981325976457348,1,1.02618131743125,0,0.333333333333333,NA,9748528426,175652431,10000000000
39,0.605169767265053,0.531491661597361,0.993459434331903,1,1.00734608778328,0.0746872654800501,0.666666666666667,12.3891633811003,9766495169,157752482,10000000000
40,0.706875397198578,0.641527685120632,0.962727920294284,1,1.13398735211879,0,0.333333333333333,NA,9763614781,160609596,10000000000
41,0.843093766563305,0.819528030180262,0.63208119351411,1,3.1206441231807,0,0.333333333333333,NA,9808005127,116137724,10000000000
42,0.99944975333273,0.932843254927729,0.968237352068044,1,1.00780796314604,0,0.333333333333333,NA,9730057498,194201127,10000000000
43,0.635724155968666,0.565044535666673,0.98032249570988,1,1.05936000461789,0,0.333333333333333,NA,9765710148,158582355,10000000000
44,0.902344415758059,0.83358186453037,0.958832104917575,1,1.16163822792271,0,0.333333333333333,NA,9739028569,185305072,10000000000
45,0.622028133259387,0.548685912039847,0.987039876021192,1,1.03645024069302,0,0.333333333333333,NA,9765129578,159250227,10000000000
46,4.34132941555366,4.277897555983,0.924714167144652,1,1.2433190163978,0,0.333333333333333,NA,8469604105,1454756843,10000000000
47,2.2508389510051,2.1811949307319,0.99041606193776,1,1.02273061691197,0,0.333333333333333,NA,9495145149,429081156,10000000000
48,2.4726912079869,2.40679536405838,0.9522996124763,1,1.06254476704506,0,0.333333333333333,NA,9443694843,480647579,10000000000
49,1.00609164104207,0.965752432905925,0.789132220824844,1,2.02122519662689,0.0260756597624887,0.666666666666667,37.3499404850555,9766618689,157625739,10000000000
50,0.601425339817503,0.533449952739449,0.978162865780529,1,1.05467593757669,0,0.333333333333333,NA,9771660780,152631571,10000000000
51,1.25103254404286,1.18182676098428,0.987852495825574,1,1.02283790312616,0,0.333333333333333,NA,9693830105,230420886,10000000000
52,1.07506799476781,1.00234340539093,0.98422080330005,1,1.02034576259617,0,0.333333333333333,NA,9713509497,210743340,10000000000
53,1.8088635657901,1.73973486617907,0.971502100679518,1,1.05365736373963,0,0.333333333333333,NA,9598449214,325835397,10000000000
54,0.854270724654898,0.796681521871497,0.902957275068236,1,1.30772499183414,0,0.333333333333333,NA,9756325931,167871201,10000000000
55,1.00106314271367,0.92727159576593,0.986011979155916,1,1.01088499548617,0,0.333333333333333,NA,9722100802,202260285,10000000000
56,0.674113770370683,0.619134806093712,0.942638282748499,1,1.01974689473355,0,0.333333333333333,NA,9778115188,146347360,10000000000
57,1.99275355737926,1.97335368532374,0.635915656373847,1,1.82255539436238,0,0.333333333333333,NA,9701347278,223004010,10000000000
58,0.570122018354755,0.499154088383714,0.963431716271653,1,1.10853793279468,0,0.333333333333333,NA,9771740369,152562826,10000000000
59,2.04482533822637,1.97379924792932,0.992097610145173,1,1.02011618315218,0,0.333333333333333,NA,9543810086,380427400,10000000000
60,0.62854559490754,0.555780448238897,0.979464491700214,1,1.04100896542933,0,0.333333333333333,NA,9764994633,159337807,10000000000
61,3.82675437017816,3.75985274236524,0.960911871639159,1,1.05288822274012,0,0.333333333333333,NA,8827433805,1096853553,10000000000
62,0.869760484871231,0.822780282527162,0.858721257500413,1,1.45266213102895,0.00111230825040165,0.666666666666667,898.031360811075,9769376543,154830165,10000000000
63,1.55342550710123,1.50744458105854,0.861450062366381,1,1.25423878360371,0.044592793676707,0.666666666666667,21.425148046339,9690063604,234146689,10000000000
64,0.915982593058757,0.861758402524418,0.887834061432953,1,1.4254163231094,0,0.333333333333333,NA,9755085902,169317016,10000000000
65,1.69421934916833,1.62065039432301,0.986523155274603,1,1.02142177975541,0.356803746759281,0.666666666666667,1.8026611521954,9612927356,311106185,10000000000
66,0.878864576492349,0.826513980609654,0.857110909797259,1,1.55523977153549,0,0.333333333333333,NA,9760691683,163332095,10000000000
67,0.990327326271942,0.917086302262469,0.9838068937318,1,1.03848991921586,0,0.333333333333333,NA,9724352124,199982810,10000000000
68,0.608962284408153,0.536864908259454,0.989228744234261,1,1.01144523804681,0,0.333333333333333,NA,9766919533,157230969,10000000000
69,1.45352450656973,1.38345953888229,0.98471630006373,1,1.01956300302399,0,0.333333333333333,NA,9661090832,263067596,10000000000
70,0.552373546505664,0.474724073229437,0.994573075744671,1,1.00201290086765,0,0.333333333333333,NA,9768281843,155779768,10000000000
71,2.95381067675341,2.88384790812316,0.981544862398131,1,1.03541465177363,0.52352849817009794,1,1.31610722074267,9264718513,659589312,10000000000
